case_name,AR,Lambda_c_4,c_r_extension_factor,D_f,twist_r,delta_twist_k,delta_twist_t,alpha,beta,drag,lift,side_force,pressure_drag,viscous_drag,pressure_lift,pressure_side_force,Cd,Cl,pitching_moment,Cm,Cf,L_D_ratio,Cl2_over_pi_AR,mahal_dist
geo-e00553ee-5d22-4ec1-a657-86527dbf2ff2,10.8013,30.5687,1.15,256.2737,7.4073,-3.2043,-1.5605,0.3723,0,250109.3195482045,3070152.271338675,247.35105060271883,211347.65387550052,38761.66567270382,3071680.372199892,249.41048883015512,0.053489284,0.6565938781618381,-9725278.385,-0.300363842,0.008289666,12.275241389983318,0.012704797790128928,2.019208871738305
geo-e0099f72-d823-4735-ac0e-b084b449a166,7.702,35.8844,1.3411,251.5863,3.9978,-6.6972,-2.9838,2.5109,0,64872.16260720827,1060180.0285805028,64.00579945002568,24283.07349059997,40589.08911660803,1060565.9201964613,65.63419488170481,0.013173703,0.2152926049876181,-3946898.758,-0.089092553,0.008242454,16.342603452265735,0.0019156,1.2058628805562457
geo-e01a9055-4efd-4e2e-b834-53a86abea9b4,10.2458,33.9635,1.1534,257.5358,8.9718,-3.522,-3.8537,3.219,0,514654.8562829892,3546702.9770353776,465.92116188353134,479474.9170452996,35179.93923768942,3568387.5259455587,465.9235972241423,0.1099392030948376,0.7576372672853103,-7835219.83,-0.231298786,0.007516563,6.891420402890719,0.017833103,3.7540914954124482
geo-e032deaf-ad30-4f5b-8981-dd49eb25a438,10.6225,25.8152,1.1929,247.8763,3.7031,-6.6445,-2.136,0.144,0,108867.11476250798,-557376.4411,-50.22945802,69811.75623985704,39055.358522651055,-557200.1037,-52.54775915,0.023003459,-0.11777281,920029.1941208226,0.026836583,0.008254005,-5.11978702,0.000415636,3.976363880074353
geo-e03d4001-1d6e-4239-aa35-96010f56c029,10.1245,31.3448,1.1884,244.7802,5.9927,-6.3009,-3.7072,2.0012,0,97918.92282074792,2200823.3588089654,-162.1335439,57990.871098638505,39928.05172210904,2202079.451045319,-159.8705861,0.020720032,0.4657029516677927,-6245888.498,-0.181389438,0.00844889,22.475975995342893,0.006818589,1.0866991053697637
geo-e05b119b-72b7-4109-a82b-5837f73f9d4d,10.6331,25.5498,1.1922,250.3452,5.2659,-6.9126,-6.0223,1.1919,0,75695.48390617486,616617.3687,32.565322546631144,35493.63110074048,40201.852805433424,617394.3037581674,29.796459158749208,0.01599742,0.1303153985374265,-709255.2171,-0.020709779,0.008497941,8.146025850371183,0.000508372,1.8268897538020092
geo-e06b01e3-d1a4-4b0e-8235-eacd0d70055a,7.8347,32.4441,1.1889,246.4468,8.4591,-4.6052,-6.5845,3.915,0,401074.5369619277,3449023.856431104,-382.4942688,365740.5651322921,35333.97182963639,3466474.8563045408,-379.1171915,0.084857288,0.7297267348330118,-8468877.22,-0.216273421,0.007475741,8.599458550913939,0.021634570172518703,2.241704194157201
geo-e07e1d2f-1711-4821-93e1-0c6166c116f1,9.0402,32.3778,1.151,257.3975,8.0575,-5.7628,-4.4373,3.7749,0,326355.4910891805,3253213.364807242,-156.6965181,289367.1837542972,36988.30733488309,3265550.506403528,-162.8132779,0.069776163,0.6955505606510145,-7618151.891,-0.215087829,0.007908212,9.968312020582072,0.017034504,1.5235788582158918
geo-e09a79c3-794b-42c8-9dd0-549375186da0,7.7029,31.4504,1.1297,249.2047,4.6163,-6.4473,-3.1081,2.3505,0,73054.66488202408,1398275.5927408612,-23.36566365,33237.53679,39817.12809569405,1398889.6767832048,-24.57434215,0.015709181,0.3006757252696601,-4096368.808,-0.106760133,0.008563735,19.14012739636746,0.003735877,0.9741603269535021
geo-e11ea8ed-24de-43fb-ba23-f32cd2d10242,10.7632,30.4087,1.205,250.6819,5.7229,-3.0443,-7.3765,0.277,0,100733.71365884038,2021617.9814355653,67.66212147925299,60183.59913080077,40550.11452803928,2022021.0084664428,68.04532833181719,0.021218736,0.4258373568309218,-6320176.659,-0.186878562,0.008541506,20.068931324047902,0.005362857,0.9370897004050285
geo-e1252944-ee51-498f-b867-54f68b55199d,10.337,36.938,1.0417,255.0375,5.7082,-6.1366,-6.4987,1.38,0,66882.70379,1099203.4733410974,32.36683853676287,25902.210173691285,40980.49361542316,1099749.262653572,33.122857031414526,0.014747945,0.2423794359638427,-1219532.021,-0.040015594,0.00903634,16.434794215361833,0.001809036,1.8100544368147913
geo-e13e7f10-141e-4b91-bb1c-14ea6cf22431,9.9403,29.6204,1.1867,256.0373,3.1183,-3.5712,-2.9095,2.8038,0,122283.48625126072,2369257.647,167.92028149483906,82008.78163524358,40274.70461601734,2370749.052376985,167.2920765059405,0.02588778,0.5015789338906979,-6922785.27,-0.199467536,0.008526231,19.37512349207606,0.008056181,0.9480145860871225
geo-e14db852-967b-46c0-962d-8e37828d0da9,10.9445,32.7957,1.2411,255.8203,4.1666,-6.3008,-2.2403,3.6624,0,104098.3786908556,2388309.000610568,97.69969355585204,63155.50398500587,40942.874705848975,2388165.8906221595,100.1742136904286,0.021708285,0.4980489924314853,-6941945.874,-0.198165012,0.008539797,22.942806897148834,0.007214369,1.2112963741237581
geo-e14de45f-7084-4502-a142-3c4cd37643a8,10.3188,26.9899,1.0563,257.4431,3.8529,-6.3466,-4.6886,3.2611,0,87737.66658,1662172.9067621613,26.987878770915152,47229.75406830685,40507.91250675218,1662576.8556001624,27.418023397935656,0.019261918,0.3649132707264797,-1915393.948,-0.061100476,0.008894899,18.944804114891838,0.004107714,2.2839373040908217
geo-e17f0d67-2010-41d6-a7f8-98a7432c7171,8.022,33.4023,1.0903,256.2783,8.0725,-3.4077,-4.2924,1.8866,0,322729.20239044586,3348020.5201887093,624.2363269603146,285415.1836593944,37314.01873105168,3356157.314456228,624.5133547667303,0.070170715,0.7279570370153624,-8374200.617,-0.229510654,0.008114791,10.374086061595989,0.021027079994580915,1.547252648
geo-e1807975-4574-42ac-a1e2-848c8bd81a54,9.4667,31.3975,1.3328,246.691,6.3392,-5.2851,-6.791,2.8103,0,167566.6757132962,2632742.032871844,-148.0946401,129201.27387948192,38365.40183381538,2636182.4713652083,-157.005581,0.034095735,0.5356988485956542,-8347375.711,-0.206823024,0.007808001,15.711608657657054,0.009649236,0.6722034032137917
geo-e18273df-3fed-437b-8e4e-5d1d447df63f,9.2184,28.2737,1.3858,254.3238,5.4264,-4.2472,-3.3518,0.9905,0,124761.14410367016,2284449.687969375,10229.376202377363,84452.59074,40308.55336530994,2286024.964869474,10261.70071566574,0.025039907,0.4584953755555318,-8766620.536,-0.209384281,0.008089996,18.31058623565615,0.007258794,1.068664609047549
geo-e19830ad-ae7e-4149-a654-6319891c05f1,8.0328,35.6471,1.2693,243.798,7.0789,-4.4388,-3.7723,0.9041,0,127777.52005325592,2595818.345834002,-117.4942175,88512.72815089326,39264.79190236387,2597535.945675517,-118.274313,0.02644399,0.5372133897050552,-11031358.77,-0.264092877,0.008127622,20.31514107295309,0.011436070672226116,1.7680328683753714
geo-e1a45bdc-cd05-4b1f-9782-d80dece4af0e,9.992,35.7566,1.1301,240.4349,6.0747,-4.4535,-3.6805,3.3246,0,215867.93675880227,3143932.8994603334,118.4314257244698,178586.56971273187,37281.36704606987,3149379.2402414456,116.89747749482636,0.046423205,0.676114495,-8284375.248,-0.249845569,0.008017455,14.564149482621753,0.014562575679599477,1.1610217252233563
geo-e1f0e518-6bff-4123-a192-dadcfea03cd7,9.7473,31.9043,1.1674,244.9577,3.0944,-3.0143,-2.7465,1.3642,0,75881.43631458013,1609140.638168042,48.65985718418818,35607.10334555605,40274.33296902447,1609799.604255509,48.79012854,0.016146786,0.3424085169526124,-6104623.243,-0.173910754,0.008571693,21.205985499497583,0.003828732,1.2596812755566107
geo-e2185ecd-0082-4281-a27f-1183dce7296d,10.8755,37.0481,1.1432,248.9492,8.9111,-6.6554,-6.009,2.6101,0,188997.99859033315,2945367.553681801,228.6864202067068,150758.0951931651,38239.90339716736,2949389.1483329097,219.18713983549063,0.040496376,0.6311003897516978,-8019262.006,-0.2498123,0.008193575,15.584120338047102,0.011657295119712684,1.1174299485063315
geo-e2211207-67e6-4172-817a-a2bd6a9f64a9,9.9932,27.198,1.2302,248.1234,8.9415,-6.2463,-6.9258,3.5502,0,354602.7410294318,3212951.8506306573,-380.9079467,318032.0853492362,36570.65568019562,3226763.811,-376.5752619,0.074182149,0.6721427847581835,-6893267.048,-0.192682728,0.007650464,9.060707882018283,0.014390259642890086,1.812265174367361
geo-e238836e-79bf-4e52-9729-a08d062c7c45,7.5213,26.4153,1.183,245.4525,6.1796,-3.2378,-7.3321,1.3302,0,169283.45606724234,2360093.820699231,-207.2806767,131678.3765,37605.07958439057,2362776.5868064207,-206.1276557,0.035874354,0.5001483455901762,-6814891.268,-0.171284267,0.007969183,13.941668462639093,0.010586561,0.43249286938218773
geo-e2a68d6b-6795-4eee-86e9-7ccc8596997a,8.7994,26.3606,1.0879,246.1975,4.8453,-5.5581,-5.0062,1.749,0,81541.83244381784,1533226.5182079906,-167.9758876,42045.067798475095,39496.76464534247,1534156.3862846163,-167.9061552,0.017741607,0.3335944442528959,-3482980.391,-0.100159006,0.008595313,18.802944111715835,0.004025638,1.1643039545333629
geo-e2b5f0ee-a28f-464c-b7c1-1435b2d480ae,8.8786,26.2991,1.2434,248.655,6.4295,-5.9697,-4.6806,0.3635,0,81488.14681212074,1448708.002023531,17.201357980554704,41380.74458062093,40107.40223150043,1449298.7112335078,17.613917717011503,0.016986157,0.3019823408846371,-5094505.475,-0.132892809,0.008360321,17.778143922743325,0.003269405,0.9211933240550688
geo-e2d33f0a-feca-4147-84e8-8c1d20b99bfb,10.5542,31.7056,1.3206,246.8524,6.8181,-3.3649,-3.1708,0.7939,0,206554.49779808812,3035194.879263006,382.4665212615933,167691.1666130255,38863.33118506304,3037514.537794368,381.0784804,0.042173676,0.6197169564375944,-11536025.42,-0.30954816,0.007934956,14.694402260027184,0.011582746892279085,2.265561808512446
geo-e2da7d2b-7279-47b2-a6cf-4470286b1ed6,9.4937,33.1165,1.0076,246.6412,7.8137,-3.0744,-1.7194,0.4697,0,255401.61950679743,3102064.852051245,-213.8586861,218026.37992775135,37375.23957904761,3104012.893164644,-208.3636204,0.056861526,0.6906304688113462,-7033051.73,-0.22332901,0.008322744,12.14583078228551,0.015992121921494896,1.2023569343574743
geo-e2e971c9-a975-4e7a-8f08-afb941517424,8.531,33.3551,1.2901,244.5328,3.7698,-6.01,-3.8833,3.2089,0,78477.37485550821,1656914.0967735082,149.41579379420875,38302.06711763672,40175.307737870935,1657024.0150856536,150.57835005937267,0.016150737,0.3409948999212491,-4917450.944,-0.119432967,0.008269796,21.11327117942213,0.004338563,1.0051081170730916
geo-e2f8ddef-62c5-4f13-9672-6a0374eab959,7.5266,32.3408,1.3417,257.9996,4.6561,-5.9052,-5.9724,2.5446,0,82108.20503619833,1546911.9480042057,-187.3932485,41436.20063538083,40672.00440081723,1547795.8338416256,-191.8635092,0.016671215,0.3140843419170933,-4876820.911,-0.108773913,0.008257983,18.839919193486594,0.004171996,0.9584515164628936
geo-e2fd1f49-851b-4621-9384-7652d03f8a23,8.7786,31.3546,1.1986,241.5771,3.0336,-3.1904,-6.2378,3.9253,0,145349.17834010406,2580472.004973318,105.1913163,106805.3366967797,38543.84164332351,2582072.631296228,103.13373747672084,0.030664031,0.5443971232493495,-6567991.541,-0.173411765,0.008133161,17.753605726860403,0.010746239361652163,1.3274322686004467
geo-e3008294-5529-4cf2-b64f-b1e84113a2a8,8.4681,35.824,1.2153,241.1163,4.3697,-3.7315,-2.8662,3.2087,0,156254.53417052893,2908355.811360896,270.8219056492913,117711.27501590484,38543.25915462379,2911046.919946435,270.5187911168125,0.032814351,0.6107714578012055,-10386175.06,-0.26593856,0.008095941,18.612937069633173,0.014022376272951585,1.5078526535672572
geo-e3054b1f-fb71-488e-a9b0-c0ab1ffe952c,10.9505,30.901,1.3968,252.4986,6.8358,-5.1348,-3.0048,3.1048,0,288124.6978472493,3200410.070600748,37.66653286679434,250345.42055137237,37779.27729587533,3209617.2187195327,35.35237816264225,0.057661891,0.6404924638302129,-10647986.5,-0.274924252,0.007560661,11.10772556,0.011924611,1.7478194475014361
geo-e36a959d-f613-43b5-a895-2800bd84805b,9.0445,28.9301,1.1361,246.2937,5.3991,-5.7144,-4.6959,1.3446,0,76457.62240204061,1523991.4142021935,352.6891835973158,36529.29691816919,39928.32548387152,1524801.9665113993,356.2586160392197,0.016414955,0.327191066,-4160749.057,-0.118840807,0.008572307,19.932498112333562,0.003767632,0.9215368287211664
geo-e390002d-362c-44f7-abea-9313eaa7ab3e,10.005,34.0918,1.0654,242.1365,6.6331,-6.9023,-5.9598,2.6177,0,99762.66007350484,2064875.477682773,-200.3226397,60579.427751786345,39183.23232171831,2065828.7077713148,-200.4040002,0.021845123,0.4521477214357104,-3430118.458,-0.106998448,0.008581722,20.697879107888625,0.006504198,2.0973049597739926
geo-e3a10d63-fce1-4237-9d68-c38057991e17,8.6576,27.561,1.087,245.059,7.0338,-3.847,-3.3627,0.2191,0,163245.9805240874,2529689.0895599653,-712.490498,124714.96026062836,38531.02026345929,2530364.0259156115,-714.188654,0.035534939,0.5506558069354858,-7379744.346,-0.214084592,0.008387283,15.49617994537206,0.011148413218937805,0.7179963061995063
geo-e3c8d796-9c90-4fa5-a1fe-b6b7685e91a0,9.1778,29.2246,1.3006,243.8433,5.4317,-6.9938,-3.1753,2.0891,0,80979.62118522331,1676825.624195547,-93.06626882,40924.109628995306,40055.51155622894,1677717.725595579,-93.79617186,0.016622439,0.3441968624444045,-5153361.171,-0.130902121,0.008222029,20.70676053621128,0.004108898,0.8849821016786125
geo-e3da74bd-4c19-4252-bae3-3225b9c3e294,7.8099,33.5788,1.2846,247.9669,5.2923,-3.464,-3.2782,2.7289,0,214351.95745038768,3098968.019097873,190.2891889570271,176240.79485504943,38111.16259533892,3104482.140838236,185.48647642855724,0.04418808,0.6388439262821916,-10833695.74,-0.256931856,0.007856472,14.457381476514566,0.016633904146835188,1.1259344649116219
geo-e3e215dc-9382-433e-b419-2e37419e6bc0,8.9088,33.7204,1.3132,244.4384,8.6454,-6.0572,-2.0966,0.8634,0,174786.3553430208,2944178.2447123723,-670.3196226,136223.18854962414,38563.16679339661,2946412.265177338,-673.1331769,0.035750197,0.6021920410903283,-12324303,-0.300614454,0.007889169,16.844439824461077,0.012956895040767065,2.129543684
geo-e40f0f35-3bc8-463f-bb9d-91919c8c6d96,9.5902,34.9603,1.0688,257.9266,7.3733,-6.126,-2.7716,2.4193,0,165172.09624937116,2941827.121,293.34830969546715,125780.20805582618,39391.88819354425,2944989.4840930146,292.18155654924635,0.036140388,0.643684835,-7841149.196,-0.242752082,0.008619075,17.81067860788006,0.013752099865253177,1.375815077088818
geo-e422f518-2d28-4ded-8ab0-11e14a065940,8.0042,28.7363,1.1536,241.5255,3.1867,-4.9093,-3.2942,3.1728,0,95258.23619553694,1947443.0594736692,53.23565520513691,56083.40930593486,39174.82688960176,1948115.3092137184,54.077229047784215,0.020351896,0.4160706827823091,-4924680.497,-0.130573544,0.008369647,20.44382866250174,0.006884405,1.2417959427648497
geo-e44870c1-6558-41be-b672-07b4fe804ecd,8.1745,27.6472,1.2768,246.6011,6.0605,-5.1971,-4.4387,0.0432,0,78058.14443954444,1368146.839599022,-60.53006354,38135.475074765935,39922.66936477799,1368492.5991531862,-60.98388379,0.016121852,0.282572187,-5748605.536,-0.138048028,0.008247151,17.527278536048847,0.003109194,1.1351824857337363
geo-e46d8bfe-c41b-49d0-91cf-6fc2acf32662,8.4853,28.9122,1.0884,254.3975,7.0577,-4.4174,-4.9508,1.3054,0,173439.97494177445,2618811.9884420647,-384.6653704,134776.55773701842,38663.41720475555,2621438.755,-380.9206306,0.037731168,0.5697119945803993,-6971744.343,-0.196798604,0.008412769,15.099241044754741,0.012175691956152685,0.8261166262990602
geo-e46e0be1-81fd-4c42-8752-8b8b70bca9d1,8.3106,32.9015,1.1244,240.8894,5.4019,-3.3772,-4.1103,3.7018,0,273109.11947655486,3132329.2336357725,-207.7507286,236724.61123114737,36384.50824540814,3141453.275244893,-199.1936384,0.058826901,0.6746945049860541,-7530673.421,-0.208027453,0.007837075,11.469149179782939,0.017435407,1.2439427232458218
geo-e47b1148-db27-4ebc-99a6-ed650410f66c,8.213,30.3141,1.3765,241.6905,5.9059,-4.9564,-3.2032,1.1818,0,115711.20182484984,2306358.616807621,-9.087284354,76153.15156,39558.05026675239,2308098.2579881963,-9.882520875,0.023280061,0.4640187748832863,-9037249.763,-0.205154621,0.007958685,19.932025425668957,0.008344867,1.0433086730485657
geo-e49e8d3b-f80b-46cf-ac03-811056cdbf4b,10.0783,28.7153,1.0043,253.3827,8.6503,-5.3913,-3.4316,0.0246,0,158777.06766104343,2522335.356319917,2007.344635977028,119739.52063415518,39037.54702688767,2522426.447146801,2004.285245461949,0.035390589,0.5622155345727822,-5858705.933,-0.195301156,0.008701222,15.886018009254254,0.009983171,0.8970272147066665
geo-e4a3dbe8-991c-4e3f-9c00-d93923c267a9,10.8863,37.3318,1.0177,243.9056,8.4987,-3.7473,-3.9825,0.1679,0,167098.47902965386,2969768.216025484,204.0899543221476,128438.80294820073,38659.67608145237,2970475.8913384518,202.6132406175044,0.037101295,0.6593851030894787,-7967987.059,-0.273254641,0.00858366,17.772562822061868,0.012713001306546933,1.5341804713981309
geo-e4d4dcd4-5ac0-42af-9d00-2668e28e2499,8.3173,27.7449,1.1243,245.2866,7.1862,-4.3117,-1.8957,1.2138,0,228910.3313865657,2797651.7291090395,501.7791614275096,191505.05835945564,37405.27302711129,2801344.2311815894,503.6556848867997,0.049307993,0.6026228332662892,-8083502.496,-0.223405833,0.008057169,12.22160534285617,0.013898211832084619,0.7403005980417373
geo-e4db9cb5-a5c1-4af4-9e1e-68b6a951de8c,7.7222,29.8733,1.2072,245.2688,3.9379,-5.84,-6.9165,3.2105,0,81084.90636173154,1512473.4920726945,88.07161312,41491.95039594171,39592.955965789486,1512957.8539023949,87.83496022176381,0.017069589,0.3183983566305304,-3080005.903,-0.077011744,0.008334867,18.652959717624082,0.004178792,1.5366108409816797
geo-e4f633eb-96e5-4e37-aa99-d436a36db1cc,7.8611,35.2169,1.0556,250.8787,6.3132,-4.2111,-6.9175,1.2155,0,96432.77217530664,2051204.1694202512,64.74058889463615,56720.91214529131,39711.86003001525,2052549.1748024563,67.28841336819103,0.021175073,0.450411179,-5450572.779,-0.151840407,0.008721841,21.270820315020348,0.008214576,1.2038273233364802
geo-e515d71e-caae-482f-b483-c4332e56e935,7.6033,30.1205,1.1175,247.4481,6.2364,-3.5773,-4.9003,2.6502,0,243864.66940848352,2952743.4375042804,-594.0249639,206681.34132094384,37183.32808754046,2959526.5055590505,-591.7714771,0.052629444,0.6372437814455915,-7475157.988,-0.198552055,0.008024646,12.108123102319167,0.017000403,1.0653601616489847
geo-e51f2f5f-00f7-4d5f-a919-eccdd4a3e5c5,7.6519,26.663,1.0293,241.6788,7.857,-3.8185,-4.4555,2.1216,0,318982.2518,3033825.0259305323,-303.2511386,282902.2624370214,36079.98938512063,3042488.6918241875,-301.640062,0.070573405,0.671220303,-5738934.466,-0.160924679,0.007984149,9.510952438890344,0.018741787533804326,2.0960142362970444
geo-e53c23eb-909e-4141-929e-c10b1da59c7e,10.5435,28.8286,1.1874,249.3202,6.3191,-5.1447,-2.0488,3.1488,0,267133.60010922287,2991249.819448633,-2.516612597,229520.90924073107,37612.690868491845,2999509.7964361585,-8.875573848,0.056542087,0.633134535,-7800729.642,-0.231360069,0.007961143,11.197579856018079,0.012102005108192882,1.0002957255377143
geo-e56ef02f-748b-4dbb-b0d2-53a826ecfd36,8.2567,34.0854,1.1858,241.0044,8.7058,-4.7476,-2.6073,1.5113,0,279234.6625242532,3232288.0667852564,5516.119688533082,242786.62053116257,36448.04199308993,3238028.6907661417,5516.832958,0.059129463,0.6844546316120517,-10218744.97,-0.268527814,0.007718031,11.575525894835916,0.018060632491628828,1.3903366670703836
geo-e581dcf1-169b-476a-a0a6-a40140d3bacc,8.7023,37.4361,1.1964,241.6689,4.7258,-3.6255,-6.2225,1.865,0,87145.86016321853,1963566.15,54.03570547672082,47337.94108,39807.91908315508,1964633.6527894093,56.11023867583541,0.018399907,0.4145857903043104,-6482928.476,-0.173492901,0.008404968,22.531949840409347,0.006287021,0.9717271735279177
geo-e58f9d2e-255d-48c9-94df-3b18fb81429d,7.6097,36.4087,1.0519,243.2335,8.0879,-4.7511,-2.3207,0.1151,0,122777.28395825504,2456190.0920860604,-314.1659908,83807.35802,38969.92593829556,2457029.713375103,-317.598096,0.026994011,0.5400218917342942,-8718827.038,-0.243559439,0.008567945,20.00524863313616,0.012198468899908065,1.3902732975496213
geo-e596492d-157c-4ed1-a3e1-3d551f5aad83,8.8297,26.1852,1.0371,255.7623,4.5305,-6.7633,-5.1587,1.089,0,75479.39877301051,136129.99878638482,-61.46200951,35816.85001686788,39662.54875614181,136792.45173434206,-62.66727992,0.016662084,0.03005071,-273288.4824,-0.008183146,0.008757279,1.8035384621407666,3.255469657444498e-05,2.437431807036905
geo-e59eaa0d-f09d-47b9-a515-934114941a0a,7.6091,31.2632,1.1346,249.5461,8.6279,-5.3464,-3.889,3.1285,0,348394.54425683874,3276716.693,-86.55372573,312347.0144889878,36047.52976785049,3289368.268082957,-90.42410729,0.074829383,0.7037845210209845,-8194200.586,-0.214917098,0.007742372,9.405189452787717,0.02072031,1.7486687794777198
